1	1	N3I	NSF	13442	Ὅρασις	ὁρασις	ορασις	ὅρασις	O/(rasij	o(rasij	orasij	o/(rasij	o(/rasij			,	O(/RASIS	O(/RASIS
56	9	VB	AAD2P	895681	φάγετε	φαγετε	φαγετε	φάγω	fa/gete	fagete	fagete	fa/gw	fa/gw			,	FA/GETE	E)SQI/W
56	9	A3	NPN	18051	πάντα	παντα	παντα	πᾶς	pa/nta	panta	panta	pa~j	pa=j				PA/NTA	PA=S
56	9	RA	NPN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
56	9	N2N	NPN	18050	θηρία	θηρια	θηρια	θηρίον	qhri/a	qhria	qhria	qhri/on	qhri/on				QHRI/A	QHRI/ON
56	9	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
56	9	N2	GSM	9538	δρυμοῦ	δρυμου	δρυμου	δρυμός	drumou~	drumou	drumou	drumo/j	drumo/j			.	DRUMOU=	DRUMO/S
56	10	VB	AAD2P	895681	ἴδετε	ἰδετε	ιδετε	ὁράω	i/)dete	i)dete	idete	o(ra/w	o(ra/w				I)/DETE	O(RA/W
56	10	C		4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti	o(/ti				O(/TI	O(/TI
56	10	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa/ntej	pantej	pantej	pa~j	pa=j				PA/NTES	PA=S
56	10	VM	XPI3P	904321	ἐκτετύφλωνται	ἐκτετυφλωνται	εκτετυφλωνται	ἐκτυφλόω	e)ktetu/flwntai	e)ktetuflwntai	ektetuflwntai	e)ktuflo/w	e)ktuflo/w			,	E)KTETU/FLWNTAI	TUFLO/W          E)K
56	10	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
56	10	VZI	AAI3P	895617	ἔγνωσαν	ἐγνωσαν	εγνωσαν	γινώσκω	e/)gnwsan	e)gnwsan	egnwsan	ginw/skw	ginw/skw				E)/GNWSAN	GIGNW/SKW
56	10	VA	AAN	306049	φρονῆσαι	φρονησαι	φρονησαι	φρονέω	fronh~sai	fronhsai	fronhsai	frone/w	frone/w			,	FRONH=SAI	FRONE/W
56	10	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa/ntej	pantej	pantej	pa~j	pa=j				PA/NTES	PA=S
56	10	N3	NPM	9858	κύνες	κυνες	κυνες	κύων	ku/nej	kunej	kunej	ku/wn	ku/wn				KU/NES	KU/WN
56	10	A1A	NPM	9859	ἐνεοί	ἐνεοι	ενεοι	ἐννεός	e)neoi/	e)neoi	eneoi	e)nneo/j	e)nneo/j			,	E)NEOI/	NE/OS
56	10	D		9	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)	ou)				OU)	OU)
56	10	VF	FMI3P	899201	δυνήσονται	δυνησονται	δυνησονται	δύναμαι	dunh/sontai	dunhsontai	dunhsontai	du/namai	du/namai				DUNH/SONTAI	DU/NAMAI
56	10	V2	PAN	304513	ὑλακτεῖν	ὑλακτειν	υλακτειν	ὑλακτέω	u(laktei~n	u(laktein	ulaktein	u(lakte/w	u(lakte/w			,	U(LAKTEI=N	U(LAKTE/W
56	10	V1	PMPNPM	5060033	ἐνυπνιαζόμενοι	ἐνυπνιαζομενοι	ενυπνιαζομενοι	ἐνυπνιάζομαι	e)nupniazo/menoi	e)nupniazomenoi	enupniazomenoi	e)nupnia/zomai	e)nupnia/zomai				E)NUPNIAZO/MENOI	U(PNIA/ZW        E)N
56	10	N1	ASF	13570	κοίτην	κοιτην	κοιτην	κοίτη	koi/thn	koithn	koithn	koi/th	koi/th			,	KOI/THN	KOI/TH
56	10	V2	PAPNPM	5055937	φιλοῦντες	φιλουντες	φιλουντες	φιλέω	filou~ntej	filountej	filountej	file/w	file/w				FILOU=NTES	FILE/W
56	10	VA	AAN	306049	νυστάξαι	νυσταξαι	νυσταξαι	νυστάζω	nusta/cai	nustacai	nustacai	nusta/zw	nusta/zw			.	NUSTA/CAI	NUSTA/ZW
56	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
56	11	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
56	11	N3	NPM	9858	κύνες	κυνες	κυνες	κύων	ku/nej	kunej	kunej	ku/wn	ku/wn				KU/NES	KU/WN
56	11	ASH	NPM	9859	ἀναιδεῖς	ἀναιδεις	αναιδεις	ἀναιδής	a)naidei~j	a)naideij	anaideij	a)naidh/j	a)naidh/j				A)NAIDEI=S	A)NAIDH/S
56	11	RA	DSF	10	τῇ	τη	τη	ὁ	th~|	th	th	o(	o(				TH=|	O(
56	11	N1	DSF	13698	ψυχῇ	ψυχη	ψυχη	ψυχή	yuxh~|	yuxh	yuxh	yuxh/	yuxh/			,	YUXH=|	YUXH/
56	11	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
56	11	VB	AAPNPM	5057473	εἰδότες	εἰδοτες	ειδοτες	οἶδα	ei)do/tej	ei)dotej	eidotej	oi~)da	oi)=da				EI)DO/TES	OI)=DA
56	11	N1	ASF	13570	πλησμονήν	πλησμονην	πλησμονην	πλησμονή	plhsmonh/n	plhsmonhn	plhsmonhn	plhsmonh/	plhsmonh/			·	PLHSMONH/N	PLHSMONH/
56	11	C		4	καί	και	και	καί	kai/	kai	kai	kai/	kai/				KAI/	KAI/
56	11	V9	PAI3P	894081	εἰσιν	εἰσιν	εισιν	εἰμί	ei)sin	ei)sin	eisin	ei)mi/	ei)mi/				EI)SIN	EI)MI/
56	11	A1A	NPM	9859	πονηροὶ	πονηροι	πονηροι	πονηρός	ponhroi\	ponhroi	ponhroi	ponhro/j	ponhro/j				PONHROI\	PONHRO/S
56	11	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
56	11	VB	AAPNPM	5057473	εἰδότες	εἰδοτες	ειδοτες	οἶδα	ei)do/tej	ei)dotej	eidotej	oi~)da	oi)=da				EI)DO/TES	OI)=DA
56	11	N3I	ASF	13570	σύνεσιν	συνεσιν	συνεσιν	σύνεσις	su/nesin	sunesin	sunesin	su/nesij	su/nesij			,	SU/NESIN	SU/NESIS
56	11	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa/ntej	pantej	pantej	pa~j	pa=j				PA/NTES	PA=S
56	11	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
56	11	RA	DPF	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(	o(				TAI=S	O(
56	11	N2	DPF	14210	ὁδοῖς	ὁδοις	οδοις	ὁδός	o(doi~j	o(doij	odoij	o(do/j	o(do/j				O(DOI=S	O(DO/S
56	11	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j				AU)TW=N	AU)TO/S
56	11	VAI	AAI3P	895617	ἐξηκολούθησαν	ἐξηκολουθησαν	εξηκολουθησαν	ἐξακολουθέω	e)chkolou/qhsan	e)chkolouqhsan	echkolouqhsan	e)cakolouqe/w	e)cakolouqe/w			,	E)CHKOLOU/QHSAN	A)KOLOUQE/W      E)K
56	11	A1	NSM	9347	ἕκαστος	ἑκαστος	εκαστος	ἕκαστος	e/(kastoj	e(kastoj	ekastoj	e/(kastoj	e(/kastoj				E(/KASTOS	E(/KASTOS
56	11	P		8	κατὰ	κατα	κατα	κατά	kata\	kata	kata	kata/	kata/				KATA\	KATA/
56	11	RA	ASN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
56	11	RD	GSM	11	ἑαυτοῦ	ἑαυτου	εαυτου	ἑαυτοῦ	e(autou~	e(autou	eautou	e(autou~	e(autou=			.	E(AUTOU=	E(AUTOU=
57	1	VB	AAD2P	895681	Ἴδετε	ἰδετε	ιδετε	ὁράω	I/)dete	i)dete	idete	o(ra/w	o(ra/w				I)/DETE	O(RA/W
57	1	C		4	ὡς	ὡς	ως	ὥς	w(j	w(j	wj	w/(j	w(/j				W(S	W(S
57	1	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
57	1	A1A	NSM	9347	δίκαιος	δικαιος	δικαιος	δίκαιος	di/kaioj	dikaioj	dikaioj	di/kaioj	di/kaioj				DI/KAIOS	DI/KAIOS
57	1	VBI	AMI3S	637569	ἀπώλετο	ἀπωλετο	απωλετο	ἀπόλλυμι	a)pw/leto	a)pwleto	apwleto	a)po/llumi	a)po/llumi			,	A)PW/LETO	O)LLU/W          A)PO
57	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	1	A3	NSM	9347	οὐδεὶς	οὐδεις	ουδεις	οὐδείς	ou)dei\j	ou)deij	oudeij	ou)dei/j	ou)dei/j				OU)DEI\S	OU)DEI/S
57	1	V1	PMI3S	636033	ἐκδέχεται	ἐκδεχεται	εκδεχεται	ἐκδέχομαι	e)kde/xetai	e)kdexetai	ekdexetai	e)kde/xomai	e)kde/xomai				E)KDE/XETAI	DE/XOMAI         E)K
57	1	RA	DSF	10	τῇ	τη	τη	ὁ	th~|	th	th	o(	o(				TH=|	O(
57	1	N1A	DSF	13698	καρδίᾳ	καρδια	καρδια	καρδία	kardi/a|	kardia	kardia	kardi/a	kardi/a			,	KARDI/A|	KARDI/A
57	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	1	N3	NPM	9858	ἄνδρες	ἀνδρες	ανδρες	ἀνήρ	a/)ndrej	a)ndrej	andrej	a)nh/r	a)nh/r				A)/NDRES	A)NH/R
57	1	A1A	NPM	9859	δίκαιοι	δικαιοι	δικαιοι	δίκαιος	di/kaioi	dikaioi	dikaioi	di/kaioj	di/kaioj				DI/KAIOI	DI/KAIOS
57	1	V1	PPI3P	902273	αἴρονται	αἰρονται	αιρονται	αἴρω	ai/)rontai	ai)rontai	airontai	ai/)rw	ai)/rw			,	AI)/RONTAI	AI)/RW
57	1	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	1	A3	NSM	9347	οὐδεὶς	οὐδεις	ουδεις	οὐδείς	ou)dei\j	ou)deij	oudeij	ou)dei/j	ou)dei/j				OU)DEI\S	OU)DEI/S
57	1	V2	PAI3S	631937	κατανοεῖ	κατανοει	κατανοει	κατανοέω	katanoei~	katanoei	katanoei	katanoe/w	katanoe/w			.	KATANOEI=	NOE/W            KATA
57	1	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
57	1	X		5	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r	ga/r				GA\R	GA/R
57	1	N2N	GSN	17730	προσώπου	προσωπου	προσωπου	πρόσωπον	prosw/pou	proswpou	proswpou	pro/swpon	pro/swpon				PROSW/POU	PRO/SWPON
57	1	N1A	GSF	13634	ἀδικίας	ἀδικιας	αδικιας	ἀδικία	a)diki/aj	a)dikiaj	adikiaj	a)diki/a	a)diki/a				A)DIKI/AS	A)DIKI/A
57	1	VX	XPI3S	642177	ἦρται	ἠρται	ηρται	αἴρω	h~)rtai	h)rtai	hrtai	ai/)rw	ai)/rw				H)=RTAI	AI)/RW
57	1	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
57	1	A1A	NSM	9347	δίκαιος	δικαιος	δικαιος	δίκαιος	di/kaioj	dikaioj	dikaioj	di/kaioj	di/kaioj			·	DI/KAIOS	DI/KAIOS
57	2	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	e/)stai	e)stai	estai	ei)mi/	ei)mi/				E)/STAI	EI)MI/
57	2	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
57	2	N1	DSF	13698	εἰρήνῃ	εἰρηνη	ειρηνη	εἰρήνη	ei)rh/nh|	ei)rhnh	eirhnh	ei)rh/nh	ei)rh/nh				EI)RH/NH|	EI)RH/NH
57	2	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
57	2	N1	NSF	13442	ταφὴ	ταφη	ταφη	ταφή	tafh\	tafh	tafh	tafh/	tafh/				TAFH\	TAFH/
57	2	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			,	AU)TOU=	AU)TO/S
57	2	VX	XPI3S	642177	ἦρται	ἠρται	ηρται	αἴρω	h~)rtai	h)rtai	hrtai	ai/)rw	ai)/rw				H)=RTAI	AI)/RW
57	2	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
57	2	RA	GSN	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
57	2	A1	GSN	17731	μέσου	μεσου	μεσου	μέσος	me/sou	mesou	mesou	me/soj	me/soj			.	ME/SOU	ME/SOS
57	3	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei~j	u(meij	umeij	u(mei~j	u(mei=j				U(MEI=S	SU/
57	3	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
57	3	VB	AAD2P	895681	προσαγάγετε	προσαγαγετε	προσαγαγετε	προσάγω	prosaga/gete	prosagagete	prosagagete	prosa/gw	prosa/gw				PROSAGA/GETE	A)/GW            PROS
57	3	D		9	ὧδε	ὡδε	ωδε	ὧδε	w~(de	w(de	wde	w~(de	w(=de			,	W(=DE	W(=DE
57	3	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός	ui(oi\	ui(oi	uioi	ui(o/j	ui(o/j				UI(OI\	UI(O/S
57	3	A1B	NPM	9859	ἄνομοι	ἀνομοι	ανομοι	ἄνομος	a/)nomoi	a)nomoi	anomoi	a/)nomoj	a)/nomoj			,	A)/NOMOI	A)/NOMOS
57	3	N3M	NSN	17538	σπέρμα	σπερμα	σπερμα	σπέρμα	spe/rma	sperma	sperma	spe/rma	spe/rma				SPE/RMA	SPE/RMA
57	3	N2	GPM	10050	μοιχῶν	μοιχων	μοιχων	μοιχός	moixw~n	moixwn	moixwn	moixo/j	moixo/j				MOIXW=N	MOIXO/S
57	3	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	3	N1	GSF	13634	πόρνης	πορνης	πορνης	πόρνη	po/rnhj	pornhj	pornhj	po/rnh	po/rnh			·	PO/RNHS	PO/RNH
57	4	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
57	4	RI	DSN	12	τίνι	τινι	τινι	τίς	ti/ni	tini	tini	ti/j	ti/j				TI/NI	TI/S
57	4	VAI	AAI2P	895617	ἐνετρυφήσατε	ἐνετρυφησατε	ενετρυφησατε	ἐντρυφάω	e)netrufh/sate	e)netrufhsate	enetrufhsate	e)ntrufa/w	e)ntrufa/w			;	E)NETRUFH/SATE	TRUFA/W          E)N
57	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	4	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
57	4	RI	ASM	12	τίνα	τινα	τινα	τίς	ti/na	tina	tina	ti/j	ti/j				TI/NA	TI/S
57	4	VAI	AAI2P	895617	ἠνοίξατε	ἠνοιξατε	ηνοιξατε	ἀνοίγω	h)noi/cate	h)noicate	hnoicate	a)noi/gw	a)noi/gw				H)NOI/CATE	OI)/GW           A)NA
57	4	RA	ASN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
57	4	N3M	ASN	17666	στόμα	στομα	στομα	στόμα	sto/ma	stoma	stoma	sto/ma	sto/ma				STO/MA	STO/MA
57	4	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			;	U(MW=N	SU/
57	4	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	4	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
57	4	RI	ASM	12	τίνα	τινα	τινα	τίς	ti/na	tina	tina	ti/j	ti/j				TI/NA	TI/S
57	4	VAI	AAI2P	895617	ἐχαλάσατε	ἐχαλασατε	εχαλασατε	χαλάω	e)xala/sate	e)xalasate	exalasate	xala/w	xala/w				E)XALA/SATE	XALA/W
57	4	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
57	4	N1S	ASF	13570	γλῶσσαν	γλωσσαν	γλωσσαν	γλῶσσα	glw~ssan	glwssan	glwssan	glw~ssa	glw=ssa				GLW=SSAN	GLW=SSA
57	4	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			;	U(MW=N	SU/
57	4	D		9	οὐχ	οὐχ	ουχ	οὐ	ou)x	ou)x	oux	ou)	ou)				OU)X	OU)
57	4	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς	u(mei~j	u(meij	umeij	u(mei~j	u(mei=j				U(MEI=S	SU/
57	4	V9	PAI2P	894081	ἐστε	ἐστε	εστε	εἰμί	e)ste	e)ste	este	ei)mi/	ei)mi/				E)STE	EI)MI/
57	4	N2N	NPN	18050	τέκνα	τεκνα	τεκνα	τέκνον	te/kna	tekna	tekna	te/knon	te/knon				TE/KNA	TE/KNON
57	4	N1A	GSF	13634	ἀπωλείας	ἀπωλειας	απωλειας	ἀπώλεια	a)pwlei/aj	a)pwleiaj	apwleiaj	a)pw/leia	a)pw/leia			,	A)PWLEI/AS	A)PW/LEIA
57	4	N3M	NSN	17538	σπέρμα	σπερμα	σπερμα	σπέρμα	spe/rma	sperma	sperma	spe/rma	spe/rma				SPE/RMA	SPE/RMA
57	4	A1B	NSM	9347	ἄνομον	ἀνομον	ανομον	ἄνομος	a/)nomon	a)nomon	anomon	a/)nomoj	a)/nomoj			;	A)/NOMON	A)/NOMOS
57	5	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
57	5	V2	PAPNPM	5055937	παρακαλοῦντες	παρακαλουντες	παρακαλουντες	παρακαλέω	parakalou~ntej	parakalountej	parakalountej	parakale/w	parakale/w				PARAKALOU=NTES	KALE/W           PARA
57	5	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
57	5	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
57	5	N2N	APN	18178	εἴδωλα	εἰδωλα	ειδωλα	εἴδωλον	ei/)dwla	ei)dwla	eidwla	ei/)dwlon	ei)/dwlon				EI)/DWLA	EI)/DWLON
57	5	P		8	ὑπὸ	ὑπο	υπο	ὑπό	u(po\	u(po	upo	u(po/	u(po/				U(PO\	U(PO/
57	5	N2N	APN	18178	δένδρα	δενδρα	δενδρα	δένδρον	de/ndra	dendra	dendra	de/ndron	de/ndron				DE/NDRA	DE/NDRON
57	5	A3U	APN	18179	δασέα	δασεα	δασεα	δασύς	dase/a	dasea	dasea	dasu/j	dasu/j			,	DASE/A	DASU/S
57	5	V1	PAPNPM	5055937	σφάζοντες	σφαζοντες	σφαζοντες	σφάζω	sfa/zontej	sfazontej	sfazontej	sfa/zw	sfa/zw				SFA/ZONTES	SFA/ZW
57	5	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
57	5	N2N	APN	18178	τέκνα	τεκνα	τεκνα	τέκνον	te/kna	tekna	tekna	te/knon	te/knon				TE/KNA	TE/KNON
57	5	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j	au)to/j				AU)TW=N	AU)TO/S
57	5	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
57	5	RA	DPF	10	ταῖς	ταις	ταις	ὁ	tai~j	taij	taij	o(	o(				TAI=S	O(
57	5	N3G	DPF	14210	φάραγξιν	φαραγξιν	φαραγξιν	φάραγξ	fa/ragcin	faragcin	faragcin	fa/ragc	fa/ragc				FA/RAGCIN	FA/RAGC
57	5	P		8	ἀνὰ	ἀνα	ανα	ἀνά	a)na\	a)na	ana	a)na/	a)na/				A)NA\	A)NA/
57	5	A1	ASN	17667	μέσον	μεσον	μεσον	μέσος	me/son	meson	meson	me/soj	me/soj				ME/SON	ME/SOS
57	5	RA	GPM	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
57	5	N2	GPM	10050	πετρῶν	πετρων	πετρων	πέτρος	petrw~n	petrwn	petrwn	pe/troj	pe/troj			.	PETRW=N	PE/TROS
57	6	RD	NSF	11	ἐκείνη	ἐκεινη	εκεινη	ἐκεῖνος	e)kei/nh	e)keinh	ekeinh	e)kei~noj	e)kei=noj				E)KEI/NH	E)KEI=NOS
57	6	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
57	6	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
57	6	N3D	NSF	13442	μερίς	μερις	μερις	μερίς	meri/j	merij	merij	meri/j	meri/j			,	MERI/S	MERI/S
57	6	RD	NSM	11	οὗτός	οὑτος	ουτος	οὗτος	ou~(to/j	ou(toj	outoj	ou~(toj	ou(=toj				OU(=TO/S	OU(=TOS
57	6	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
57	6	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
57	6	N2	NSM	9346	κλῆρος	κληρος	κληρος	κλῆρος	klh~roj	klhroj	klhroj	klh~roj	klh=roj			,	KLH=ROS	KLH=ROS
57	6	C+RD	DPM	4	κἀκείνοις	κἀκεινοις	κακεινοις	κἀκεῖνος	ka)kei/noij	ka)keinoij	kakeinoij	ka)kei~noj	ka)kei=noj				KA)KEI/NOIS	KAI/+E)KEI=NOS
57	6	VAI	AAI2S	633473	ἐξέχεας	ἐξεχεας	εξεχεας	ἐκχέω	e)ce/xeaj	e)cexeaj	ecexeaj	e)kxe/w	e)kxe/w				E)CE/XEAS	XE/W             E)K
57	6	N1	APF	14082	σπονδὰς	σπονδας	σπονδας	σπονδή	sponda\j	spondaj	spondaj	spondh/	spondh/				SPONDA\S	SPONDH/
57	6	C+RD	DPM	4	κἀκείνοις	κἀκεινοις	κακεινοις	κἀκεῖνος	ka)kei/noij	ka)keinoij	kakeinoij	ka)kei~noj	ka)kei=noj				KA)KEI/NOIS	KAI/+E)KEI=NOS
57	6	VAI	AAI2S	633473	ἀνήνεγκας	ἀνηνεγκας	ανηνεγκας	ἀναφέρω	a)nh/negkaj	a)nhnegkaj	anhnegkaj	a)nafe/rw	a)nafe/rw				A)NH/NEGKAS	FE/RW            A)NA
57	6	N1A	APF	14082	θυσίας	θυσιας	θυσιας	θυσία	qusi/aj	qusiaj	qusiaj	qusi/a	qusi/a			·	QUSI/AS	QUSI/A
57	6	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
57	6	RD	DPM	11	τούτοις	τουτοις	τουτοις	οὗτος	tou/toij	toutoij	toutoij	ou~(toj	ou(=toj				TOU/TOIS	OU(=TOS
57	6	X		5	οὖν	οὐν	ουν	οὖν	ou~)n	ou)n	oun	ou~)n	ou)=n				OU)=N	OU)=N
57	6	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
57	6	VS	FPI1S	608385	ὀργισθήσομαι	ὀργισθησομαι	οργισθησομαι	ὀργίζω	o)rgisqh/somai	o)rgisqhsomai	orgisqhsomai	o)rgi/zw	o)rgi/zw			;	O)RGISQH/SOMAI	O)RGI/ZW
57	7	P		8	ἐπ	ἐπ	επ	ἐπί	e)p	e)p	ep	e)pi/	e)pi/				E)P'	E)PI/
57	7	N3E	ASN	17666	ὄρος	ὀρος	ορος	ὄρος	o/)roj	o)roj	oroj	o/)roj	o)/roj				O)/ROS	O)/ROS
57	7	A1	ASN	17667	ὑψηλὸν	ὑψηλον	υψηλον	ὑψηλός	u(yhlo\n	u(yhlon	uyhlon	u(yhlo/j	u(yhlo/j				U(YHLO\N	U(YHLO/S
57	7	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	7	A1B	ASN	17667	μετέωρον	μετεωρον	μετεωρον	μετέωρος	mete/wron	metewron	metewron	mete/wroj	mete/wroj			,	METE/WRON	METE/WROS
57	7	D		9	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei~	e)kei	ekei	e)kei~	e)kei=				E)KEI=	E)KEI=
57	7	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
57	7	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
57	7	N1	NSF	13442	κοίτη	κοιτη	κοιτη	κοίτη	koi/th	koith	koith	koi/th	koi/th			,	KOI/TH	KOI/TH
57	7	D		9	κἀκεῖ	κἀκει	κακει	κἀκεῖ	ka)kei~	ka)kei	kakei	ka)kei~	ka)kei=				KA)KEI=	KA)KEI=
57	7	VAI	AAI2S	633473	ἀνεβίβασας	ἀνεβιβασας	ανεβιβασας	ἀναβιβάζω	a)nebi/basaj	a)nebibasaj	anebibasaj	a)nabiba/zw	a)nabiba/zw				A)NEBI/BASAS	BIBA/ZW          A)NA
57	7	N1A	APF	14082	θυσίας	θυσιας	θυσιας	θυσία	qusi/aj	qusiaj	qusiaj	qusi/a	qusi/a			.	QUSI/AS	QUSI/A
57	8	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
57	8	D		9	ὀπίσω	ὀπισω	οπισω	ὀπίσω	o)pi/sw	o)pisw	opisw	o)pi/sw	o)pi/sw				O)PI/SW	O)PI/SW
57	8	RA	GPM	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
57	8	N2	GPM	10050	σταθμῶν	σταθμων	σταθμων	σταθμός	staqmw~n	staqmwn	staqmwn	staqmo/j	staqmo/j				STAQMW=N	STAQMO/S
57	8	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
57	8	N1A	GSF	13634	θύρας	θυρας	θυρας	θύρα	qu/raj	quraj	quraj	qu/ra	qu/ra				QU/RAS	QU/RA
57	8	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
57	8	VAI	AAI2S	633473	ἔθηκας	ἐθηκας	εθηκας	τίθημι	e/)qhkaj	e)qhkaj	eqhkaj	ti/qhmi	ti/qhmi				E)/QHKAS	TI/QHMI
57	8	N2N	APN	18178	μνημόσυνά	μνημοσυνα	μνημοσυνα	μνημόσυνον	mnhmo/suna/	mnhmosuna	mnhmosuna	mnhmo/sunon	mnhmo/sunon				MNHMO/SUNA/	MNHMO/SUNON
57	8	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=			·	SOU	SU/
57	8	V8	IMI2S	636545	ᾤου	ὠου	ωου	οἴομαι	w/)|ou	w)ou	wou	oi/)omai	oi)/omai				W)/|OU	OI)/OMAI
57	8	C		4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti	o(/ti				O(/TI	O(/TI
