1	1	N-	----NSF-	13442	Βίβλος	βιβλος	βιβλος	βίβλος	Bi/bloj	bibloj	bibloj	bi/bloj			
24	38	N-	----NSM-	9346	Νῶε	νωε	νωε	Νῶε	Nw~e	nwe	nwe	Nw~e			
24	38	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
24	38	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
24	38	N-	----ASF-	13570	κιβωτόν	κιβωτον	κιβωτον	κιβωτός	kibwto/n	kibwton	kibwton	kibwto/j			,
24	39	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	39	D-	--------	8	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)			
24	39	V-	3AAI-P--	895617	ἔγνωσαν	ἐγνωσαν	εγνωσαν	γινώσκω	e/)gnwsan	e)gnwsan	egnwsan	ginw/skw			
24	39	C-	--------	4	ἕως	ἑως	εως	ἕως	e/(wj	e(wj	ewj	e/(wj			
24	39	V-	3AAI-S--	633473	ἦλθεν	ἠλθεν	ηλθεν	ἔρχομαι	h~)lqen	h)lqen	hlqen	e/)rxomai			
24	39	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	39	N-	----NSM-	9346	κατακλυσμὸς	κατακλυσμος	κατακλυσμος	κατακλυσμός	kataklusmo\j	kataklusmoj	kataklusmoj	kataklusmo/j			
24	39	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	39	V-	3AAI-S--	633473	ἦρεν	ἠρεν	ηρεν	αἴρω	h~)ren	h)ren	hren	ai/)rw			
24	39	A-	----APM-	9987	ἅπαντας	ἁπαντας	απαντας	ἅπας	a/(pantaj	a(pantaj	apantaj	a/(paj			,
24	39	D-	--------	8	οὕτως	οὑτως	ουτως	οὕτω(ς)	ou/(twj	ou(twj	outwj	ou/(twj			
24	39	V-	3FMI-S--	637057	ἔσται	ἐσται	εσται	εἰμί	e/)stai	e)stai	estai	ei)mi/			
24	39	D-	--------	8	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	39	RA	----NSF-	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(			
24	39	N-	----NSF-	13442	παρουσία	παρουσια	παρουσια	παρουσία	parousi/a	parousia	parousia	parousi/a			
24	39	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
24	39	N-	----GSM-	9538	υἱοῦ	υἱου	υιου	υἱός	ui(ou~	ui(ou	uiou	ui(o/j			
24	39	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
24	39	N-	----GSM-	9538	ἀνθρώπου	ἀνθρωπου	ανθρωπου	ἄνθρωπος	a)nqrw/pou	a)nqrwpou	anqrwpou	a/)nqrwpoj			.
24	40	D-	--------	8	τότε	τοτε	τοτε	τότε	to/te	tote	tote	to/te			
24	40	A-	----NPM-	9859	δύο	δυο	δυο	δύο	du/o	duo	duo	du/o			
24	40	V-	3FMI-P--	899201	ἔσονται	ἐσονται	εσονται	εἰμί	e/)sontai	e)sontai	esontai	ei)mi/			
24	40	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
24	40	RA	----DSM-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
24	40	N-	----DSM-	9602	ἀγρῷ	ἀγρω	αγρω	ἀγρός	a)grw~|	a)grw	agrw	a)gro/j			,
24	40	A-	----NSM-	9347	εἷς	εἱς	εις	εἷς	ei~(j	ei(j	eij	ei~(j			
24	40	V-	3PPI-S--	2671745	παραλαμβάνεται	παραλαμβανεται	παραλαμβανεται	παραλαμβάνω	paralamba/netai	paralambanetai	paralambanetai	paralamba/nw			
24	40	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	40	A-	----NSM-	9347	εἷς	εἱς	εις	εἷς	ei~(j	ei(j	eij	ei~(j			
24	40	V-	3PPI-S--	2671745	ἀφίεται	ἀφιεται	αφιεται	ἀφίημι	a)fi/etai	a)fietai	afietai	a)fi/hmi			·
24	41	A-	----NPF-	13955	δύο	δυο	δυο	δύο	du/o	duo	duo	du/o			
24	41	V-	-PAPNPF-	828865	ἀλήθουσαι	ἀληθουσαι	αληθουσαι	ἀλήθω	a)lh/qousai	a)lhqousai	alhqousai	a)lh/qw			
24	41	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
24	41	RA	----DSM-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
24	41	N-	----DSM-	9602	μύλῳ	μυλω	μυλω	μύλος	mu/lw|	mulw	mulw	mu/loj			,
24	41	A-	----NSF-	13443	μία	μια	μια	εἷς	mi/a	mia	mia	ei~(j			
24	41	V-	3PPI-S--	2671745	παραλαμβάνεται	παραλαμβανεται	παραλαμβανεται	παραλαμβάνω	paralamba/netai	paralambanetai	paralambanetai	paralamba/nw			
24	41	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	41	A-	----NSF-	13443	μία	μια	μια	εἷς	mi/a	mia	mia	ei~(j			
24	41	V-	3PPI-S--	2671745	ἀφίεται	ἀφιεται	αφιεται	ἀφίημι	a)fi/etai	a)fietai	afietai	a)fi/hmi			.
24	42	V-	2PAD-P--	894145	γρηγορεῖτε	γρηγορειτε	γρηγορειτε	γρηγορέω	grhgorei~te	grhgoreite	grhgoreite	grhgore/w			
24	42	C-	--------	4	οὖν	οὐν	ουν	οὖν	ou~)n	ou)n	oun	ou~)n			,
24	42	C-	--------	4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti			
24	42	D-	--------	8	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)			
24	42	V-	2XAI-P--	896129	οἴδατε	οἰδατε	οιδατε	οἶδα	oi/)date	oi)date	oidate	oi~)da			
24	42	RI	----DSF-	12	ποίᾳ	ποια	ποια	ποῖος	poi/a|	poia	poia	poi~oj			
24	42	N-	----DSF-	13698	ἡμέρᾳ	ἡμερα	ημερα	ἡμέρα	h(me/ra|	h(mera	hmera	h(me/ra			
24	42	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	42	N-	----NSM-	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj			
24	42	RP	----GP--	13	ὑμῶν	ὑμων	υμων	σύ	u(mw~n	u(mwn	umwn	su/			
24	42	V-	3PMI-S--	636033	ἔρχεται	ἐρχεται	ερχεται	ἔρχομαι	e/)rxetai	e)rxetai	erxetai	e/)rxomai			.
24	43	RD	----ASN-	11	ἐκεῖνο	ἐκεινο	εκεινο	ἐκεῖνος	e)kei~no	e)keino	ekeino	e)kei~noj			
24	43	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
24	43	V-	2PAD-P--	894145	γινώσκετε	γινωσκετε	γινωσκετε	γινώσκω	ginw/skete	ginwskete	ginwskete	ginw/skw			
24	43	D-	--------	8	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti			
24	43	C-	--------	4	εἰ	εἰ	ει	εἰ	ei)	ei)	ei	ei)			
24	43	V-	3YAI-S--	634497	ᾔδει	ἠδει	ηδει	οἶδα	h/)|dei	h)dei	hdei	oi~)da			
24	43	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	43	N-	----NSM-	9346	οἰκοδεσπότης	οἰκοδεσποτης	οικοδεσποτης	οἰκοδεσπότης	oi)kodespo/thj	oi)kodespothj	oikodespothj	oi)kodespo/thj			
24	43	RI	----DSF-	12	ποίᾳ	ποια	ποια	ποῖος	poi/a|	poia	poia	poi~oj			
24	43	N-	----DSF-	13698	φυλακῇ	φυλακη	φυλακη	φυλακή	fulakh~|	fulakh	fulakh	fulakh/			
24	43	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	43	N-	----NSM-	9346	κλέπτης	κλεπτης	κλεπτης	κλέπτης	kle/pthj	klepthj	klepthj	kle/pthj			
24	43	V-	3PMI-S--	636033	ἔρχεται	ἐρχεται	ερχεται	ἔρχομαι	e/)rxetai	e)rxetai	erxetai	e/)rxomai			,
24	43	V-	3AAI-S--	633473	ἐγρηγόρησεν	ἐγρηγορησεν	εγρηγορησεν	γρηγορέω	e)grhgo/rhsen	e)grhgorhsen	egrhgorhsen	grhgore/w			
24	43	X-	--------	5	ἂν	ἀν	αν	ἄν	a\)n	a)n	an	a/)n			
24	43	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	43	D-	--------	8	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)			
24	43	X-	--------	5	ἂν	ἀν	αν	ἄν	a\)n	a)n	an	a/)n			
24	43	V-	3AAI-S--	633473	εἴασεν	εἰασεν	ειασεν	ἐάω	ei/)asen	ei)asen	eiasen	e)a/w			
24	43	V-	-APN----	2411393	διορυχθῆναι	διορυχθηναι	διορυχθηναι	διορύσσω	dioruxqh~nai	dioruxqhnai	dioruxqhnai	dioru/ssw			
24	43	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
24	43	N-	----ASF-	13570	οἰκίαν	οἰκιαν	οικιαν	οἰκία	oi)ki/an	oi)kian	oikian	oi)ki/a			
24	43	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			.
24	44	P-	--------	7	διὰ	δια	δια	διά	dia\	dia	dia	dia/			
24	44	RD	----ASN-	11	τοῦτο	τουτο	τουτο	οὗτος	tou~to	touto	touto	ou~(toj			
24	44	D-	--------	8	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	44	RP	----NP--	13	ὑμεῖς	ὑμεις	υμεις	σύ	u(mei~j	u(meij	umeij	su/			
24	44	V-	2PMD-P--	898241	γίνεσθε	γινεσθε	γινεσθε	γίνομαι	gi/nesqe	ginesqe	ginesqe	gi/nomai			
24	44	A-	----NPM-	9859	ἕτοιμοι	ἑτοιμοι	ετοιμοι	ἕτοιμος	e/(toimoi	e(toimoi	etoimoi	e/(toimoj			,
24	44	C-	--------	4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti			
24	44	RR	----DSF-	14	ᾗ	ἡ	η	ὅς	h~(|	h(	h	o/(j			
24	44	D-	--------	8	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)			
24	44	V-	2PAI-P--	894081	δοκεῖτε	δοκειτε	δοκειτε	δοκέω	dokei~te	dokeite	dokeite	doke/w			
24	44	N-	----DSF-	13698	ὥρᾳ	ὡρα	ωρα	ὥρα	w/(ra|	w(ra	wra	w/(ra			
24	44	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	44	N-	----NSM-	9346	υἱὸς	υἱος	υιος	υἱός	ui(o\j	ui(oj	uioj	ui(o/j			
24	44	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
24	44	N-	----GSM-	9538	ἀνθρώπου	ἀνθρωπου	ανθρωπου	ἄνθρωπος	a)nqrw/pou	a)nqrwpou	anqrwpou	a/)nqrwpoj			
24	44	V-	3PMI-S--	636033	ἔρχεται	ἐρχεται	ερχεται	ἔρχομαι	e/)rxetai	e)rxetai	erxetai	e/)rxomai			.
24	45	RI	----NSM-	12	Τίς	τις	τις	τίς	Ti/j	tij	tij	ti/j			
24	45	C-	--------	4	ἄρα	ἀρα	αρα	ἄρα	a/)ra	a)ra	ara	a/)ra			
24	45	V-	3PAI-S--	631937	ἐστὶν	ἐστιν	εστιν	εἰμί	e)sti\n	e)stin	estin	ei)mi/			
24	45	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	45	A-	----NSM-	9347	πιστὸς	πιστος	πιστος	πιστός	pisto\j	pistoj	pistoj	pisto/j			
24	45	N-	----NSM-	9346	δοῦλος	δουλος	δουλος	δοῦλος	dou~loj	douloj	douloj	dou~loj			
24	45	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	45	A-	----NSM-	9347	φρόνιμος	φρονιμος	φρονιμος	φρόνιμος	fro/nimoj	fronimoj	fronimoj	fro/nimoj			
24	45	RR	----ASM-	14	ὃν	ὁν	ον	ὅς	o\(n	o(n	on	o/(j			
24	45	V-	3AAI-S--	633473	κατέστησεν	κατεστησεν	κατεστησεν	καθίστημι	kate/sthsen	katesthsen	katesthsen	kaqi/sthmi			
24	45	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	45	N-	----NSM-	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj			
24	45	P-	--------	7	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/			
24	45	RA	----GSF-	10	τῆς	της	της	ὁ	th~j	thj	thj	o(			
24	45	N-	----GSF-	13634	οἰκετείας	οἰκετειας	οικετειας	οἰκετεία	oi)ketei/aj	oi)keteiaj	oiketeiaj	oi)ketei/a			
24	45	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
24	45	RA	----GSN-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
24	45	V-	-AAN----	306049	δοῦναι	δουναι	δουναι	δίδωμι	dou~nai	dounai	dounai	di/dwmi			
24	45	RP	----DPM-	13	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)toi~j	au)toij	autoij	au)to/j			
24	45	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
24	45	N-	----ASF-	13570	τροφὴν	τροφην	τροφην	τροφή	trofh\n	trofhn	trofhn	trofh/			
24	45	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
24	45	N-	----DSM-	9602	καιρῷ	καιρω	καιρω	καιρός	kairw~|	kairw	kairw	kairo/j			;
24	46	A-	----NSM-	9347	μακάριος	μακαριος	μακαριος	μακάριος	maka/rioj	makarioj	makarioj	maka/rioj			
24	46	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	46	N-	----NSM-	9346	δοῦλος	δουλος	δουλος	δοῦλος	dou~loj	douloj	douloj	dou~loj			
24	46	RD	----NSM-	11	ἐκεῖνος	ἐκεινος	εκεινος	ἐκεῖνος	e)kei~noj	e)keinoj	ekeinoj	e)kei~noj			
24	46	RR	----ASM-	14	ὃν	ὁν	ον	ὅς	o\(n	o(n	on	o/(j			
24	46	V-	-AAPNSM-	568257	ἐλθὼν	ἐλθων	ελθων	ἔρχομαι	e)lqw\n	e)lqwn	elqwn	e/)rxomai			
24	46	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	46	N-	----NSM-	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj			
24	46	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
24	46	V-	3FAI-S--	632961	εὑρήσει	εὑρησει	ευρησει	εὑρίσκω	eu(rh/sei	eu(rhsei	eurhsei	eu(ri/skw			
24	46	D-	--------	8	οὕτως	οὑτως	ουτως	οὕτω(ς)	ou/(twj	ou(twj	outwj	ou/(twj			
24	46	V-	-PAPASM-	566721	ποιοῦντα	ποιουντα	ποιουντα	ποιέω	poiou~nta	poiounta	poiounta	poie/w			·
24	47	X-	--------	5	ἀμὴν	ἀμην	αμην	ἀμήν	a)mh\n	a)mhn	amhn	a)mh/n			
24	47	V-	1PAI-S--	599169	λέγω	λεγω	λεγω	λέγω	le/gw	legw	legw	le/gw			
24	47	RP	----DP--	13	ὑμῖν	ὑμιν	υμιν	σύ	u(mi~n	u(min	umin	su/			
24	47	C-	--------	4	ὅτι	ὁτι	οτι	ὅτι	o/(ti	o(ti	oti	o/(ti			
24	47	P-	--------	7	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/			
24	47	A-	----DPN-	18307	πᾶσιν	πασιν	πασιν	πᾶς	pa~sin	pasin	pasin	pa~j			
24	47	RA	----DPN-	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(			
24	47	V-	-PAPDPN-	828865	ὑπάρχουσιν	ὑπαρχουσιν	υπαρχουσιν	ὑπάρχω	u(pa/rxousin	u(parxousin	uparxousin	u(pa/rxw			
24	47	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
24	47	V-	3FAI-S--	632961	καταστήσει	καταστησει	καταστησει	καθίστημι	katasth/sei	katasthsei	katasthsei	kaqi/sthmi			
24	47	RP	----ASM-	13	αὐτόν	αὐτον	αυτον	αὐτός	au)to/n	au)ton	auton	au)to/j			.
24	48	C-	--------	4	ἐὰν	ἐαν	εαν	ἐάν	e)a\n	e)an	ean	e)a/n			
24	48	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
24	48	V-	3AAS-S--	633601	εἴπῃ	εἰπη	ειπη	λέγω	ei/)ph|	ei)ph	eiph	le/gw			
24	48	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	48	A-	----NSM-	9347	κακὸς	κακος	κακος	κακός	kako\j	kakoj	kakoj	kako/j			
24	48	N-	----NSM-	9346	δοῦλος	δουλος	δουλος	δοῦλος	dou~loj	douloj	douloj	dou~loj			
24	48	RD	----NSM-	11	ἐκεῖνος	ἐκεινος	εκεινος	ἐκεῖνος	e)kei~noj	e)keinoj	ekeinoj	e)kei~noj			
24	48	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
24	48	RA	----DSF-	10	τῇ	τη	τη	ὁ	th~|	th	th	o(			
24	48	N-	----DSF-	13698	καρδίᾳ	καρδια	καρδια	καρδία	kardi/a|	kardia	kardia	kardi/a			
24	48	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			·
24	48	V-	3PAI-S--	631937	Χρονίζει	χρονιζει	χρονιζει	χρονίζω	Xroni/zei	xronizei	xronizei	xroni/zw			
24	48	RP	----GS--	13	μου	μου	μου	ἐγώ	mou	mou	mou	e)gw/			
24	48	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	48	N-	----NSM-	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj			,
24	49	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	49	V-	3AMS-S--	637697	ἄρξηται	ἀρξηται	αρξηται	ἄρχω	a/)rchtai	a)rchtai	archtai	a/)rxw			
24	49	V-	-PAN----	304513	τύπτειν	τυπτειν	τυπτειν	τύπτω	tu/ptein	tuptein	tuptein	tu/ptw			
24	49	RA	----APM-	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(			
24	49	N-	----APM-	9986	συνδούλους	συνδουλους	συνδουλους	σύνδουλος	sundou/louj	sundoulouj	sundoulouj	su/ndouloj			
24	49	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			,
24	49	V-	3PAS-S--	632065	ἐσθίῃ	ἐσθιη	εσθιη	ἐσθίω	e)sqi/h|	e)sqih	esqih	e)sqi/w			
24	49	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
24	49	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	49	V-	3PAS-S--	632065	πίνῃ	πινη	πινη	πίνω	pi/nh|	pinh	pinh	pi/nw			
24	49	P-	--------	7	μετὰ	μετα	μετα	μετά	meta\	meta	meta	meta/			
24	49	RA	----GPM-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
24	49	V-	-PAPGPM-	828865	μεθυόντων	μεθυοντων	μεθυοντων	μεθύω	mequo/ntwn	mequontwn	mequontwn	mequ/w			,
24	50	V-	3FAI-S--	632961	ἥξει	ἡξει	ηξει	ἥκω	h/(cei	h(cei	hcei	h/(kw			
24	50	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	50	N-	----NSM-	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj			
24	50	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
24	50	N-	----GSM-	9538	δούλου	δουλου	δουλου	δοῦλος	dou/lou	doulou	doulou	dou~loj			
24	50	RD	----GSM-	11	ἐκείνου	ἐκεινου	εκεινου	ἐκεῖνος	e)kei/nou	e)keinou	ekeinou	e)kei~noj			
24	50	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
24	50	N-	----DSF-	13698	ἡμέρᾳ	ἡμερα	ημερα	ἡμέρα	h(me/ra|	h(mera	hmera	h(me/ra			
24	50	RR	----DSF-	14	ᾗ	ἡ	η	ὅς	h~(|	h(	h	o/(j			
24	50	D-	--------	8	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)			
24	50	V-	3PAI-S--	631937	προσδοκᾷ	προσδοκα	προσδοκα	προσδοκάω	prosdoka~|	prosdoka	prosdoka	prosdoka/w			
24	50	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	50	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
24	50	N-	----DSF-	13698	ὥρᾳ	ὡρα	ωρα	ὥρα	w/(ra|	w(ra	wra	w/(ra			
24	50	RR	----DSF-	14	ᾗ	ἡ	η	ὅς	h~(|	h(	h	o/(j			
24	50	D-	--------	8	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)			
24	50	V-	3PAI-S--	631937	γινώσκει	γινωσκει	γινωσκει	γινώσκω	ginw/skei	ginwskei	ginwskei	ginw/skw			,
24	51	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	51	V-	3FAI-S--	632961	διχοτομήσει	διχοτομησει	διχοτομησει	διχοτομέω	dixotomh/sei	dixotomhsei	dixotomhsei	dixotome/w			
24	51	RP	----ASM-	13	αὐτὸν	αὐτον	αυτον	αὐτός	au)to\n	au)ton	auton	au)to/j			
24	51	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	51	RA	----ASN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
24	51	N-	----ASN-	17666	μέρος	μερος	μερος	μέρος	me/roj	meroj	meroj	me/roj			
24	51	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
24	51	P-	--------	7	μετὰ	μετα	μετα	μετά	meta\	meta	meta	meta/			
24	51	RA	----GPM-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
24	51	N-	----GPM-	10050	ὑποκριτῶν	ὑποκριτων	υποκριτων	ὑποκριτής	u(pokritw~n	u(pokritwn	upokritwn	u(pokrith/j			
24	51	V-	3FAI-S--	632961	θήσει	θησει	θησει	τίθημι	qh/sei	qhsei	qhsei	ti/qhmi			·
24	51	D-	--------	8	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei~	e)kei	ekei	e)kei~			
24	51	V-	3FMI-S--	637057	ἔσται	ἐσται	εσται	εἰμί	e/)stai	e)stai	estai	ei)mi/			
24	51	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	51	N-	----NSM-	9346	κλαυθμὸς	κλαυθμος	κλαυθμος	κλαυθμός	klauqmo\j	klauqmoj	klauqmoj	klauqmo/j			
24	51	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
24	51	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
24	51	N-	----NSM-	9346	βρυγμὸς	βρυγμος	βρυγμος	βρυγμός	brugmo\j	brugmoj	brugmoj	brugmo/j			
24	51	RA	----GPM-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
24	51	N-	----GPM-	10050	ὀδόντων	ὀδοντων	οδοντων	ὀδούς	o)do/ntwn	o)dontwn	odontwn	o)dou/j			.
25	1	D-	--------	8	Τότε	τοτε	τοτε	τότε	To/te	tote	tote	to/te			
25	1	V-	3FPI-S--	2672769	ὁμοιωθήσεται	ὁμοιωθησεται	ομοιωθησεται	ὁμοιόω	o(moiwqh/setai	o(moiwqhsetai	omoiwqhsetai	o(moio/w			
25	1	RA	----NSF-	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(			
25	1	N-	----NSF-	13442	βασιλεία	βασιλεια	βασιλεια	βασιλεία	basilei/a	basileia	basileia	basilei/a			
25	1	RA	----GPM-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
25	1	N-	----GPM-	10050	οὐρανῶν	οὐρανων	ουρανων	οὐρανός	ou)ranw~n	ou)ranwn	ouranwn	ou)rano/j			
25	1	A-	----DPF-	14211	δέκα	δεκα	δεκα	δέκα	de/ka	deka	deka	de/ka			
25	1	N-	----DPF-	14210	παρθένοις	παρθενοις	παρθενοις	παρθένος	parqe/noij	parqenoij	parqenoij	parqe/noj			,
25	1	RR	----NPF-	14	αἵτινες	αἱτινες	αιτινες	ὅστις	ai/(tinej	ai(tinej	aitinej	o/(stij			
25	1	V-	-AAPNPF-	830401	λαβοῦσαι	λαβουσαι	λαβουσαι	λαμβάνω	labou~sai	labousai	labousai	lamba/nw			
25	1	RA	----APF-	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(			
25	1	N-	----APF-	14082	λαμπάδας	λαμπαδας	λαμπαδας	λαμπάς	lampa/daj	lampadaj	lampadaj	lampa/j			
25	1	RP	----GPF-	13	ἑαυτῶν	ἑαυτων	εαυτων	ἑαυτοῦ	e(autw~n	e(autwn	eautwn	e(autou~			
25	1	V-	3AAI-P--	895617	ἐξῆλθον	ἐξηλθον	εξηλθον	ἐξέρχομαι	e)ch~lqon	e)chlqon	echlqon	e)ce/rxomai			
25	1	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
25	1	N-	----ASF-	13570	ὑπάντησιν	ὑπαντησιν	υπαντησιν	ὑπάντησις	u(pa/nthsin	u(panthsin	upanthsin	u(pa/nthsij			
25	1	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
25	1	N-	----GSM-	9538	νυμφίου	νυμφιου	νυμφιου	νυμφίος	numfi/ou	numfiou	numfiou	numfi/oj			.
25	2	A-	----NPF-	13955	πέντε	πεντε	πεντε	πέντε	pe/nte	pente	pente	pe/nte			
25	2	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
25	2	P-	--------	7	ἐξ	ἐξ	εξ	ἐκ	e)c	e)c	ec	e)k			
25	2	RP	----GPF-	13	αὐτῶν	αὐτων	αυτων	αὐτός	au)tw~n	au)twn	autwn	au)to/j			
25	2	V-	3IAI-P--	894593	ἦσαν	ἠσαν	ησαν	εἰμί	h~)san	h)san	hsan	ei)mi/			
25	2	A-	----NPF-	13955	μωραὶ	μωραι	μωραι	μωρός	mwrai\	mwrai	mwrai	mwro/j			
25	2	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
25	2	A-	----NPF-	13955	πέντε	πεντε	πεντε	πέντε	pe/nte	pente	pente	pe/nte			
25	2	A-	----NPF-	13955	φρόνιμοι	φρονιμοι	φρονιμοι	φρόνιμος	fro/nimoi	fronimoi	fronimoi	fro/nimoj			.
25	3	RA	----NPF-	10	αἱ	αἱ	αι	ὁ	ai(	ai(	ai	o(			
25	3	C-	--------	4	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r			
